Title,Rating,Year,Duration,Votes,Director,MetaScore,Description,Rating Category,Predicted Rating Category
474. Цвет граната,7.6,,N/A,14000,Unknown,0.0,"The life of the Armenian poet Sayat-Nova, from childhood to death: his spiritual journey, artistic endeavors, and inner conflicts within the cultural and historical context of Armenia. Hailed as revolutionary by Mikhail Vartanov.",Good,Good
475. Маркета Лазарова,7.9,,N/A,2000,Unknown,0.0,A grim portrayal of the shift from Paganism to Christianity in medieval central Europe - as a young virgin promised to God is kidnapped and raped by a marauder who her religious father seeks to kill in return.,Good,Good
476. Гранд Отель,7.3,,N/A,21000,Unknown,79.0,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,Good,Good
477. Этот смутный объект желания,7.8,,N/A,25000,Unknown,84.0,"Recounted in flashback are the romantic perils of Mathieu, a middle-aged French sophisticate as he falls for his nineteen-year-old former chambermaid Conchita.",Good,Good
478. Плавучие травы,7.9,,N/A,2000,Unknown,0.0,"The head of a Japanese theatre troupe returns to a small coastal town where he left a son who thinks he is his uncle, and tries to make up for the lost time, but his current mistress grows jealous.",Good,Good
479. Жертва,7.7,,N/A,5000,Unknown,85.0,A closeted lawyer risks his career to bring a blackmailer to justice.,Good,Good
480. Лицо со шрамом,8.3,,N/A,942000,Unknown,65.0,"Miami in the 1980s: a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Florida, and is eventually undone by his own drug addiction.",Excellent,Excellent
481. Тутси,7.4,,N/A,117000,Unknown,88.0,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",Good,Good
482. Не смотри назад,7.9,,N/A,10000,Unknown,84.0,"Documentary covering Bob Dylan's 1965 tour of England, which includes appearances by Joan Baez and Donovan.",Good,Good
483. Обход,7.6,,N/A,28000,Unknown,85.0,"Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his ""walkabout"": a ritual separation from his tribe.",Good,Good
"484. Германия, год нулевой",7.8,,N/A,14000,Unknown,0.0,A young German boy faces the problems of the tough life in the immediate post-WWII Berlin.,Good,Good
485. Чужое лицо,7.9,,N/A,11000,Unknown,0.0,"A businessman with a disfigured face obtains a lifelike mask from his doctor, but the mask starts altering his personality.",Good,Good
486. Продюсеры,7.5,,N/A,62000,Unknown,96.0,A stage-play producer devises a plan to make money by producing a sure-fire flop.,Good,Good
487. Семь,8.6,,N/A,9000000,Unknown,65.0,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",Excellent,Excellent
488. Лицо в толпе,8.2,,N/A,18000,Unknown,72.0,"Female radio reporter Marcia Jeffries turns folk-singing drifter Larry ""Lonesome"" Rhodes into a powerful media star who becomes utterly detestable during his meteoric rise.",Excellent,Excellent
489. Без солнца,7.7,,N/A,12000,Unknown,0.0,"A woman narrates the contemplative writings of a seasoned world traveler, focusing on contemporary Japan.",Good,Good
490. Когда женщина поднимается по лестнице,8.0,,N/A,5000,Unknown,0.0,"A middle-aged bar hostess, constantly in debt, is faced with numerous social constraints and challenges posed to her by her family, customers and friends.",Excellent,Excellent
491. Двойная жизнь Вероники,7.7,,N/A,54000,Unknown,86.0,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Good,Good
492. Сядь за руль моей машины,7.5,,N/A,70000,Unknown,91.0,A renowned stage actor and director learns to cope with a big personal loss when he receives an offer to direct a production of Uncle Vanya in Hiroshima.,Good,Good
493. Наше гостеприимство,7.8,,N/A,13000,Unknown,0.0,"A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.",Good,Good
494. Приключения принца Ахмеда,7.8,,N/A,1000,Unknown,0.0,"A handsome prince rides a flying horse to faraway lands and embarks on magical adventures, which include befriending a witch, meeting Aladdin, battling demons and falling in love with a princess.",Good,Good
495. Вкус вишни,7.7,,N/A,39000,Unknown,80.0,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Good,Good
496. Жертвоприношение,7.9,,N/A,32000,Unknown,85.0,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Good,Good
497. Пожнешь бурю,8.1,,N/A,34000,Unknown,75.0,"Based on a real-life case in 1925; two great lawyers argue the case for, and against, a Tennessee science teacher accused of the crime of teaching Darwin's theory of evolution.",Excellent,Excellent
498. Лабиринт Фавна,8.2,,N/A,714000,Unknown,98.0,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",Excellent,Excellent
499. Мушетт,7.7,,N/A,13000,Unknown,0.0,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.,Good,Good
500. Повесть Тикамацу,8.0,,N/A,1000,Unknown,0.0,"Ishun is a wealthy but unsympathetic master printer who has wrongly accused his wife and best employee of being lovers. To escape punishment, the accused run away together, but Ishun is certain to be ruined if word gets out.",Excellent,Good
501. Возница,8.0,,N/A,15000,Unknown,0.0,"On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life.",Excellent,Excellent
502. Одиссея капитана Блада,7.7,,N/A,16000,Unknown,89.0,"After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.",Good,Good
503. Отважный самурай,8.0,,N/A,42000,Unknown,0.0,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",Excellent,Excellent
504. Техасская резня бензопилой,7.4,,N/A,193000,Unknown,91.0,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",Good,Good
505. Пять легких пьес,7.4,,N/A,42000,Unknown,85.0,"A dropout from upper-class America picks up work along the way on oil rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",Good,Good
506. Обгон,8.2,,N/A,13000,Unknown,0.0,An impulsive braggart takes a shy law student with him for a two-day road trip from Rome to Tuscany.,Excellent,Good
507. Выбывший из игры,7.6,,N/A,12000,Unknown,87.0,A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.,Good,Good
508. Голова-ластик,7.3,,N/A,131000,Unknown,87.0,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newborn mutant child.",Good,Good
509. Всё о моей матери,7.8,,N/A,105000,Unknown,87.0,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.",Good,Good
510. Поезда под пристальным наблюдением,7.6,,N/A,14000,Unknown,0.0,An apprentice train dispatcher looks for love while aiding his colleagues in their resistance against the Nazis.,Good,Good
511. Большой парад,7.9,,N/A,5000,Unknown,0.0,A young American soldier witnesses the horrors of the Great War.,Good,Good
512. Большая война,8.1,,N/A,7000,Unknown,0.0,The Italian Army fought against the Austrians during World War I.,Excellent,Good
513. Харчевня Дракона,7.4,,N/A,8000,Unknown,100.0,"When the children of an executed General are pursued in 1457 China, some heroic martial arts swordsmen intervene.",Good,Good
514. Хэллоуин,7.7,,N/A,319000,Unknown,90.0,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again.",Good,Good
515. Оставленные,7.9,,N/A,173000,Unknown,82.0,"A curmudgeonly instructor at a New England school remains on campus during Christmas break. He soon forms an unlikely bond with a brainy but damaged troublemaker, and with the school's cook, a woman who just lost a son in the Vietnam War.",Good,Good
516. Синий бархат,7.7,,N/A,221000,Unknown,75.0,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",Good,Good
517. Умница Уилл Хантинг,8.3,,N/A,1000000,Unknown,71.0,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Excellent,Good
518. Безумный Пьеро,7.4,,N/A,38000,Unknown,0.0,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",Good,Good
519. Земля дрожит,7.8,,N/A,7000,Unknown,0.0,"In rural Sicily, the fishermen live at the mercy of the greedy wholesalers. One family risks everything to buy their own boat and operate independently.",Good,Good
520. Письмо трем женам,7.7,,N/A,11000,Unknown,0.0,"A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands - but she does not say which one.",Good,Good
521. Строшек,7.7,,N/A,16000,Unknown,0.0,"In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.",Good,Good
522. Отвращение,7.6,,N/A,59000,Unknown,91.0,A withdrawn manicurist who disapproves of her sister's boyfriend sinks into depression and experiences horrific visions of violence.,Good,Good
523. Замужество Марии Браун,7.7,,N/A,15000,Unknown,0.0,"Maria marries Hermann Braun in the last days of World War II, only for him to go missing in the war. Alone, Maria puts to use her beauty and ambition in order to find prosperity during Germany's ""economic miracle"" of the 1950s.",Good,Good
524. Герой,8.3,,N/A,3000,Unknown,0.0,"En route to Delhi to receive an award, a Bengali film star reevaluates his success through his fellow passengers, dreams, and past experiences.",Excellent,Excellent
525. Презрение,7.4,,N/A,37000,Unknown,0.0,"A French writer's marriage deteriorates while working on Fritz Lang's version of ""The Odyssey"", as his wife accuses him of using her to court favor with the film's brash American producer.",Good,Good
526. Чeловек-невидимка,7.6,,N/A,41000,Unknown,87.0,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",Good,Good
527. Паразиты,8.5,,N/A,1000000,Unknown,97.0,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Excellent,Good
528. Счастье,7.6,,N/A,10000,Unknown,0.0,"François, a young carpenter, lives a happy, uncomplicated life with his wife Thérèse and their two small children. One day he meets Emilie, a clerk in the local post office.",Good,Good
529. Небо над Берлином,7.9,,N/A,79000,Unknown,79.0,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Good,Good
530. Маньчжурский кандидат,7.9,,N/A,81000,Unknown,94.0,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,Good,Good
531. Дьяволицы,8.1,,N/A,71000,Unknown,0.0,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Excellent,Good
532. Месье Верду,7.8,,N/A,20000,Unknown,0.0,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards.",Good,Good
533. Магнолия,8.0,,N/A,334000,Unknown,78.0,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley.",Excellent,Excellent
534. Звезда за темной тучей,7.8,,N/A,4000,Unknown,0.0,A selfless young woman (Supriya Choudhury) sacrifices her own happiness for her unappreciative family.,Good,Good
535. Ностальгия,7.9,,N/A,31000,Unknown,74.0,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",Good,Good
536. Додсворт,7.7,,N/A,10000,Unknown,0.0,A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,Good,Good
537. Чудо в Милане,7.6,,N/A,8000,Unknown,78.0,"An open-hearted, unrelentingly energetic orphan struggles to make the best of his life on the streets of Milan.",Good,Good
538. Гамлет,8.2,,N/A,3000,Unknown,0.0,"After the death of the King of Denmark - Hamlet's father - his brother Claudius ascends the throne, who takes his widow Gertrude as his wife. Hamlet meets the ghost of his father and learns that he was killed by Claudius.",Excellent,Good
539. Тельма и Луиза,7.6,,N/A,179000,Unknown,89.0,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two women escape for the crimes they committed.",Good,Good
540. Развод по-итальянски,7.9,,N/A,15000,Unknown,0.0,"A married Sicilian baron falls in love with his cousin and vows to wed her, but with divorce illegal he must concoct a crime of passion to do away with his wife.",Good,Good
541. Последний император,7.7,,N/A,114000,Unknown,76.0,Bernardo Bertolucci's Oscar-winning dramatization of China's eleventh and final monarch of the Qing dynasty: Emperor Puyi.,Good,Good
542. Дамбо,7.2,,N/A,145000,Unknown,96.0,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",Good,Good
543. Жизнь других,8.4,,N/A,419000,Unknown,89.0,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.",Excellent,Good
544. Глаза без лица,7.6,,N/A,36000,Unknown,90.0,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,Good,Good
545. Джон Ф. Кеннеди: Выстрелы в Далласе,8.0,,N/A,174000,Unknown,72.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Excellent,Excellent
546. Жизнь Брайана по Монти Пайтон,8.0,,N/A,426000,Unknown,77.0,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Excellent,Good
547. Храброе сердце,8.3,,N/A,1000000,Unknown,68.0,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Excellent,Excellent
548. Красавица и чудовище,8.0,,N/A,487000,Unknown,95.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Excellent,Good
549. Вечное сияние чистого разума,8.3,,N/A,1000000,Unknown,89.0,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",Excellent,Good
550. Звезда родилась,7.5,,N/A,20000,Unknown,89.0,"In George Cukor's remake, fading matinee idol Norman Maine helps young singer and actress Esther Blodgett find fame, even as age and alcoholism send his own career on a downward spiral.",Good,Good
551. Гладиатор,8.5,,N/A,7000000,Unknown,67.0,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Excellent,Excellent
552. Мой ужин с Андре,7.7,,N/A,27000,Unknown,83.0,"Two old friends meet for dinner; as one tells anecdotes detailing his experiences, the other notices their differing worldviews.",Good,Good
553. Пропавший без вести,7.7,,N/A,24000,Unknown,78.0,"When an idealistic American writer disappears during the Chilean coup d'état in September 1973, his wife and father try to find him.",Good,Good
554. Красная пустыня,7.4,,N/A,18000,Unknown,0.0,"In an industrial area, unstable Giuliana attempts to cope with life by starting an affair with a co-worker at the plant her husband manages.",Good,Good
555. Затухающий огонек,7.8,,N/A,11000,Unknown,0.0,"Depressed Alain Leroy leaves the clinic where he was detoxified. He meets friends, acquaintances and women, trying to find a reason to continue living. Will this help him?",Good,Good
556. Дневник падшей,7.8,,N/A,9000,Unknown,0.0,"After falling pregnant by a pharmacist and refusing to marry, a young woman is ejected from her home and sent to a strict girls' reform school.",Good,Good
557. Плетеный человек,7.5,,N/A,97000,Unknown,87.0,"A puritan police sergeant arrives in a Scottish island village in search of a missing girl, who the pagan locals claim never existed.",Good,Good
558. Марафонцы бегут круг почета,8.8,,N/A,17000,Unknown,0.0,"The Topalovic family has been in the burial business for generations. When the old (150 yrs old) Pantelija dies, five generations of his heirs start to fight for the inheritance.",Excellent,Excellent
559. Иван Грозный. Сказ второй: Боярский заговор,7.8,,N/A,2000,Unknown,0.0,"As Ivan the Terrible attempts to consolidate his power by establishing a personal army, his political rivals, the Russian boyars, plot to assassinate their Tsar.",Good,Good
560. Осенняя соната,8.1,,N/A,39000,Unknown,0.0,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",Excellent,Excellent
561. Поезд,7.8,,N/A,20000,Unknown,80.0,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.",Good,Good
562. Планета обезьян,8.0,,N/A,202000,Unknown,79.0,"After being kept in hypersleep during a long expedition into deep space, an astronaut crew crash-lands in the 40th century on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.",Excellent,Excellent
563. Набережная туманов,7.7,,N/A,10000,Unknown,0.0,"A military deserter finds love and trouble (and a small dog) in a foggy, French port city.",Good,Good
564. Лев зимой,7.9,,N/A,35000,Unknown,0.0,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",Good,Good
"565. Загнанных лошадей пристреливают, не правда ли?",7.8,,N/A,21000,Unknown,72.0,The lives of a disparate group of contestants intertwine in a grueling and inhumane dance marathon.,Good,Good
566. Вечер в опере,7.8,,N/A,35000,Unknown,0.0,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,Good,Good
567. Шарада,7.8,,N/A,88000,Unknown,83.0,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,Good,Good
568. Плохие спят спокойно,8.0,,N/A,14000,Unknown,0.0,A vengeful young man marries the daughter of a corrupt industrialist in order to seek justice for his father's suicide.,Excellent,Good
569. Где дом друга?,8.1,,N/A,20000,Unknown,0.0,"Eight-year-old Ahmed has mistakenly taken his friend Mohammad's notebook. He wants to return it, or else his friend will be expelled from school. The boy determinedly sets out to find Mohammad's home in the neighbouring village.",Excellent,Excellent
570. Человек-паук: Паутина вселенных,8.6,,N/A,418000,Unknown,86.0,"Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.",Excellent,Excellent
571. Путь в высшее общество,7.5,,N/A,5000,Unknown,84.0,An ambitious young accountant plots to wed a wealthy factory owner's daughter despite falling in love with a married older woman.,Good,Good
572. Монстр,7.8,,N/A,30000,Unknown,79.0,A mother demands answers from her son's teacher when her son begins acting strangely.,Good,Good
573. Останься со мной,8.1,,N/A,454000,Unknown,75.0,A writer recounts a childhood journey with his friends to find the body of a missing boy.,Excellent,Good
574. Молодой Франкенштейн,8.0,,N/A,173000,Unknown,83.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Excellent,Good
575. Крылья,7.5,,N/A,15000,Unknown,78.0,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",Good,Good
576. Женщина-демон,7.9,,N/A,23000,Unknown,0.0,"Two women kill samurai and sell their belongings for a living. While one of them is having an affair with their neighbor, the other woman meets a mysterious samurai wearing a bizarre mask.",Good,Good
577. Сотворившая чудо,8.1,,N/A,21000,Unknown,83.0,The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.,Excellent,Good
578. Принцесса Мононоке,8.3,,N/A,447000,Unknown,76.0,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Excellent,Excellent
"579. До свидания, мистер Чипс",7.9,,N/A,12000,Unknown,0.0,An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,Good,Good
580. Банда с Лавендер Хилл,7.5,,N/A,16000,Unknown,90.0,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,Good,Good
581. Семь шансов,7.8,,N/A,12000,Unknown,0.0,A man learns that he will inherit a fortune if he marries by 7PM that evening.,Good,Good
582. Канал,7.9,,N/A,2000,Unknown,0.0,"In 1944, during the Warsaw uprising against the Nazis, Polish Lieutenant Zadra and his resistance fighters use Warsaw's sewer system to escape the German encirclement.",Good,Good
583. Система безопасности,8.0,,N/A,25000,Unknown,75.0,A technical malfunction sends American planes to Moscow to deliver a nuclear attack. Can all-out war be averted?,Excellent,Excellent
584. Мефисто,7.7,,N/A,12000,Unknown,0.0,"In early-1930s Germany, a passionate stage actor faces a dilemma: renounce his apolitical stance and comply with the Reich's doctrine, or face oblivion. But, Faustian bargains never end well. What is the price of success?",Good,Good
585. Дерево растет в Бруклине,8.0,,N/A,6000,Unknown,0.0,"Encouraged by her idealistic if luckless father, a bright and imaginative young woman comes of age in a Brooklyn tenement during the early 1900s.",Excellent,Good
586. Втoржение похитителей тел,7.7,,N/A,56000,Unknown,92.0,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Good,Good
587. Последний приказ,7.9,,N/A,7000,Unknown,0.0,A former Imperial Russian general and cousin of the Czar ends up in Hollywood as an extra in a movie directed by a former revolutionary.,Good,Good
588. Вся королевская рать,7.4,,N/A,17000,Unknown,0.0,The rise and fall of a grass-roots rural politician who eventually becomes mired in the sort of political corruption he vehemently railed against on his way to the governor's mansion.,Good,Good
589. Тени забытых предков,7.8,,N/A,8000,Unknown,0.0,A timeless Carpathian story - the young Ivan falls in love with the daughter of his father's killer among the Hutsul people of Ukraine.,Good,Good
590. Ярость,7.8,,N/A,14000,Unknown,0.0,"When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.",Good,Good
591. Схватка,8.3,,N/A,737000,Unknown,76.0,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,Excellent,Excellent
592. Африканская королева,7.7,,N/A,86000,Unknown,91.0,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",Good,Good
"593. Доктор Мабузе, игрок",7.8,,N/A,4000,Unknown,0.0,Arch-criminal Dr. Mabuse sets out to make a fortune and run Berlin. Detective Wenk sets out to stop him.,Good,Good
594. Опасное пробуждение,7.6,,N/A,15000,Unknown,85.0,"After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent.",Good,Good
595. Идти своим путем,7.0,,N/A,14000,Unknown,90.0,"When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of his new assistant.",Good,Good
596. Поля смерти,7.8,,N/A,61000,Unknown,76.0,A journalist is trapped in Cambodia during Pol Pot's bloody Year Zero cleansing campaign.,Good,Good
597. Повесть о двух городах,7.8,,N/A,5000,Unknown,87.0,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amidst the turmoil of the French Revolution.",Good,Good
598. Дорога,8.0,,N/A,15000,Unknown,0.0,"When five Kurdish prisoners are granted one week's home leave, they find to their dismay that they face continued oppression outside of prison from their families, the culture, and the government.",Excellent,Excellent
599. Осень в семействе Кохаягава,7.7,,N/A,6000,Unknown,84.0,The family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.,Good,Good
"600. Человек, который хотел быть королем",7.7,,N/A,53000,Unknown,91.0,"In 1880s India, two former British soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",Good,Good
601. Вампир: Сон Алена Грея,7.4,,N/A,21000,Unknown,0.0,A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,Good,Good
602. Завороженный,7.5,,N/A,53000,Unknown,78.0,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,Good,Good
603. Перед закатом,8.1,,N/A,295000,Unknown,91.0,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Excellent,Excellent
604. Воскресенья в Виль-д'Эвре,7.8,,N/A,9000,Unknown,0.0,Story of a lonely young girl who is befriended by an innocent but emotionally disabled veteran of the French Indochina War.,Good,Good
605. Палач,7.9,,N/A,6000,Unknown,0.0,"An undertaker marries an old executioner's daughter and must continue his father-in-law's profession after his retirement, although he doesn't like it.",Good,Good
606. 3 женщины,7.7,,N/A,18000,Unknown,82.0,"Two roommates/physical therapists, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship.",Good,Good
607. Не тронь добычу,7.7,,N/A,8000,Unknown,85.0,"An aging, world-weary gangster is double-crossed and forced out of retirement when his best friend is kidnapped and their stash of eight stolen gold bars demanded as ransom.",Good,Good
608. Оливер!,7.4,,N/A,42000,Unknown,74.0,"After being sold to the mortician Sowerberry, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by their elderly mentor Fagin in 1830s London in this musical based on Charles Dickens' Oliver Twist.",Good,Good
"609. 4 мeсяца, 3 недели и 2 дня",7.9,,N/A,64000,Unknown,97.0,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,Good,Good
"610. Каждый за себя, а Бог против всех",7.7,,N/A,19000,Unknown,0.0,"A young man named Kaspar Hauser suddenly appears in Nuremberg in 1828, barely able to talk or walk, and bearing a strange note.",Good,Good
611. Чyнгкингский экспресс,8.0,,N/A,100000,Unknown,78.0,"Two melancholic Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",Excellent,Excellent
"612. Человек, который спит",7.9,,N/A,9000,Unknown,0.0,"A 25-year-old male student in Paris becomes indifferent to the world around him, and subsequently feels a strong sense of alienation and hopelessness.",Good,Good
613. Двенадцать пар глаз,8.0,,N/A,3000,Unknown,0.0,"Schoolteacher Hisako Oishi forms an emotional bond with her pupils and teaches them various virtues, while at the same time worrying about their future.",Excellent,Excellent
614. Атлантик-Сити,7.3,,N/A,19000,Unknown,85.0,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",Good,Good
615. Деньги,7.4,,N/A,12000,Unknown,95.0,A counterfeit bill that starts off as a schoolboy prank leads to incarceration and violence.,Good,Good
616. Злые улицы,7.2,,N/A,122000,Unknown,96.0,"In New York City's Little Italy, a devoutly Catholic mobster must reconcile his desire for power, his feelings for his epileptic girlfriend, and his devotion to his troublesome friend.",Good,Good
617. Цветы Хиган,7.8,,N/A,5000,Unknown,83.0,A businessman clashes with his elder daughter over her choice of a husband.,Good,Good
618. Скрипач на крыше,8.0,,N/A,49000,Unknown,67.0,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",Excellent,Good
619. Письмо,7.5,,N/A,15000,Unknown,84.0,"The wife of a rubber plantation administrator shoots a man to death and claims it was self-defense, but a letter written in her own hand may prove her undoing.",Good,Good
620. Демоны,7.9,,N/A,1000,Unknown,0.0,"After being robbed by a geisha, a ronin warrior carves a bloody path to seek revenge.",Good,Good
621. Убийцы цветочной луны,7.6,,N/A,265000,Unknown,89.0,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",Good,Good
622. Полевые огни,7.9,,N/A,4000,Unknown,0.0,"In the closing days of WWII, remnants of the Japanese army in Leyte are abandoned by their command and face certain death by starvation.",Good,Good
623. Кто там поет,8.7,,N/A,17000,Unknown,0.0,"It's April 5, 1941, somewhere in Serbia. A group of people go on a bus to Belgrade, on a journey that will change their lives forever.",Excellent,Good
624. Премьера,7.9,,N/A,13000,Unknown,69.0,A renowned actress teeters on the edge of a breakdown as she counts down the days toward a big Broadway opening.,Good,Good
625. Манила в объятиях ночи,7.8,,N/A,8000,Unknown,0.0,"Júlio Madiaga, a 'provinciano', arrives in Manila to search for his beloved, Ligaya.",Good,Good
626. Язык нежности,7.4,,N/A,67000,Unknown,79.0,Follows hard-to-please Aurora looking for love and her daughter's family problems.,Good,Good
627. Тёмный рыцарь,9.0,,N/A,9000000,Unknown,84.0,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",Excellent,Excellent
628. Андеграунд,8.0,,N/A,62000,Unknown,79.0,"Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way.",Excellent,Excellent
